ds,country,store,product,y,unique_id
2017-06-21,Spain,Kaggle Store,Using LLMs to Win Friends and Influence People,15.0,Spain_Kaggle Store_Using LLMs to Win Friends and Influence People
2017-06-21,Spain,Kaggle Store,Using LLMs to Win More Kaggle Competitions,77.0,Spain_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2017-06-21,Spain,Kaggle Store,Using LLMs to Write Better,87.0,Spain_Kaggle Store_Using LLMs to Write Better
2017-06-21,Spain,Kagglazon,Using LLMs to Improve Your Coding,407.0,Spain_Kagglazon_Using LLMs to Improve Your Coding
2017-06-21,Spain,Kagglazon,Using LLMs to Train More LLMs,363.0,Spain_Kagglazon_Using LLMs to Train More LLMs
2017-06-21,Spain,Kagglazon,Using LLMs to Win Friends and Influence People,60.0,Spain_Kagglazon_Using LLMs to Win Friends and Influence People
2017-06-21,Spain,Kagglazon,Using LLMs to Win More Kaggle Competitions,301.0,Spain_Kagglazon_Using LLMs to Win More Kaggle Competitions
2017-06-21,Spain,Kagglazon,Using LLMs to Write Better,306.0,Spain_Kagglazon_Using LLMs to Write Better
2017-06-22,Argentina,Kaggle Learn,Using LLMs to Improve Your Coding,37.0,Argentina_Kaggle Learn_Using LLMs to Improve Your Coding
2017-06-22,Argentina,Kaggle Learn,Using LLMs to Train More LLMs,38.0,Argentina_Kaggle Learn_Using LLMs to Train More LLMs
2017-06-22,Argentina,Kaggle Learn,Using LLMs to Win Friends and Influence People,6.0,Argentina_Kaggle Learn_Using LLMs to Win Friends and Influence People
2017-06-22,Argentina,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,29.0,Argentina_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2017-06-22,Argentina,Kaggle Learn,Using LLMs to Write Better,32.0,Argentina_Kaggle Learn_Using LLMs to Write Better
2017-06-22,Argentina,Kaggle Store,Using LLMs to Improve Your Coding,65.0,Argentina_Kaggle Store_Using LLMs to Improve Your Coding
2017-06-22,Argentina,Kaggle Store,Using LLMs to Train More LLMs,61.0,Argentina_Kaggle Store_Using LLMs to Train More LLMs
2017-06-22,Argentina,Kaggle Store,Using LLMs to Win Friends and Influence People,9.0,Argentina_Kaggle Store_Using LLMs to Win Friends and Influence People
2017-06-22,Argentina,Kaggle Store,Using LLMs to Win More Kaggle Competitions,48.0,Argentina_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2017-06-22,Argentina,Kaggle Store,Using LLMs to Write Better,46.0,Argentina_Kaggle Store_Using LLMs to Write Better
2017-06-22,Argentina,Kagglazon,Using LLMs to Improve Your Coding,214.0,Argentina_Kagglazon_Using LLMs to Improve Your Coding
2017-06-22,Argentina,Kagglazon,Using LLMs to Train More LLMs,227.0,Argentina_Kagglazon_Using LLMs to Train More LLMs
2017-06-22,Argentina,Kagglazon,Using LLMs to Win Friends and Influence People,36.0,Argentina_Kagglazon_Using LLMs to Win Friends and Influence People
2017-06-22,Argentina,Kagglazon,Using LLMs to Win More Kaggle Competitions,170.0,Argentina_Kagglazon_Using LLMs to Win More Kaggle Competitions
2017-06-22,Argentina,Kagglazon,Using LLMs to Write Better,206.0,Argentina_Kagglazon_Using LLMs to Write Better
2017-06-22,Canada,Kaggle Learn,Using LLMs to Improve Your Coding,107.0,Canada_Kaggle Learn_Using LLMs to Improve Your Coding
2017-06-22,Canada,Kaggle Learn,Using LLMs to Train More LLMs,110.0,Canada_Kaggle Learn_Using LLMs to Train More LLMs
2017-06-22,Canada,Kaggle Learn,Using LLMs to Win Friends and Influence People,18.0,Canada_Kaggle Learn_Using LLMs to Win Friends and Influence People
2017-06-22,Canada,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,86.0,Canada_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2017-06-22,Canada,Kaggle Learn,Using LLMs to Write Better,83.0,Canada_Kaggle Learn_Using LLMs to Write Better
2017-06-22,Canada,Kaggle Store,Using LLMs to Improve Your Coding,161.0,Canada_Kaggle Store_Using LLMs to Improve Your Coding
2017-06-22,Canada,Kaggle Store,Using LLMs to Train More LLMs,170.0,Canada_Kaggle Store_Using LLMs to Train More LLMs
2017-06-22,Canada,Kaggle Store,Using LLMs to Win Friends and Influence People,26.0,Canada_Kaggle Store_Using LLMs to Win Friends and Influence People
2017-06-22,Canada,Kaggle Store,Using LLMs to Win More Kaggle Competitions,121.0,Canada_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2017-06-22,Canada,Kaggle Store,Using LLMs to Write Better,118.0,Canada_Kaggle Store_Using LLMs to Write Better
2017-06-22,Canada,Kagglazon,Using LLMs to Improve Your Coding,610.0,Canada_Kagglazon_Using LLMs to Improve Your Coding
2017-06-22,Canada,Kagglazon,Using LLMs to Train More LLMs,604.0,Canada_Kagglazon_Using LLMs to Train More LLMs
2017-06-22,Canada,Kagglazon,Using LLMs to Win Friends and Influence People,104.0,Canada_Kagglazon_Using LLMs to Win Friends and Influence People
2017-06-22,Canada,Kagglazon,Using LLMs to Win More Kaggle Competitions,465.0,Canada_Kagglazon_Using LLMs to Win More Kaggle Competitions
2017-06-22,Canada,Kagglazon,Using LLMs to Write Better,492.0,Canada_Kagglazon_Using LLMs to Write Better
2017-06-22,Estonia,Kaggle Learn,Using LLMs to Improve Your Coding,49.0,Estonia_Kaggle Learn_Using LLMs to Improve Your Coding
2017-06-22,Estonia,Kaggle Learn,Using LLMs to Train More LLMs,51.0,Estonia_Kaggle Learn_Using LLMs to Train More LLMs
2017-06-22,Estonia,Kaggle Learn,Using LLMs to Win Friends and Influence People,7.0,Estonia_Kaggle Learn_Using LLMs to Win Friends and Influence People
2017-06-22,Estonia,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,37.0,Estonia_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2017-06-22,Estonia,Kaggle Learn,Using LLMs to Write Better,39.0,Estonia_Kaggle Learn_Using LLMs to Write Better
2017-06-22,Estonia,Kaggle Store,Using LLMs to Improve Your Coding,75.0,Estonia_Kaggle Store_Using LLMs to Improve Your Coding
2017-06-22,Estonia,Kaggle Store,Using LLMs to Train More LLMs,76.0,Estonia_Kaggle Store_Using LLMs to Train More LLMs
2017-06-22,Estonia,Kaggle Store,Using LLMs to Win Friends and Influence People,11.0,Estonia_Kaggle Store_Using LLMs to Win Friends and Influence People
2017-06-22,Estonia,Kaggle Store,Using LLMs to Win More Kaggle Competitions,62.0,Estonia_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2017-06-22,Estonia,Kaggle Store,Using LLMs to Write Better,65.0,Estonia_Kaggle Store_Using LLMs to Write Better
2017-06-22,Estonia,Kagglazon,Using LLMs to Improve Your Coding,300.0,Estonia_Kagglazon_Using LLMs to Improve Your Coding
2017-06-22,Estonia,Kagglazon,Using LLMs to Train More LLMs,259.0,Estonia_Kagglazon_Using LLMs to Train More LLMs
2017-06-22,Estonia,Kagglazon,Using LLMs to Win Friends and Influence People,42.0,Estonia_Kagglazon_Using LLMs to Win Friends and Influence People
2017-06-22,Estonia,Kagglazon,Using LLMs to Win More Kaggle Competitions,217.0,Estonia_Kagglazon_Using LLMs to Win More Kaggle Competitions
2017-06-22,Estonia,Kagglazon,Using LLMs to Write Better,235.0,Estonia_Kagglazon_Using LLMs to Write Better
2017-06-22,Japan,Kaggle Learn,Using LLMs to Improve Your Coding,101.0,Japan_Kaggle Learn_Using LLMs to Improve Your Coding
2017-06-22,Japan,Kaggle Learn,Using LLMs to Train More LLMs,89.0,Japan_Kaggle Learn_Using LLMs to Train More LLMs
2017-06-22,Japan,Kaggle Learn,Using LLMs to Win Friends and Influence People,15.0,Japan_Kaggle Learn_Using LLMs to Win Friends and Influence People
2017-06-22,Japan,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,67.0,Japan_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2017-06-22,Japan,Kaggle Learn,Using LLMs to Write Better,73.0,Japan_Kaggle Learn_Using LLMs to Write Better
2017-06-22,Japan,Kaggle Store,Using LLMs to Improve Your Coding,142.0,Japan_Kaggle Store_Using LLMs to Improve Your Coding
2017-06-22,Japan,Kaggle Store,Using LLMs to Train More LLMs,142.0,Japan_Kaggle Store_Using LLMs to Train More LLMs
2017-06-22,Japan,Kaggle Store,Using LLMs to Win Friends and Influence People,21.0,Japan_Kaggle Store_Using LLMs to Win Friends and Influence People
2017-06-22,Japan,Kaggle Store,Using LLMs to Win More Kaggle Competitions,111.0,Japan_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2017-06-22,Japan,Kaggle Store,Using LLMs to Write Better,111.0,Japan_Kaggle Store_Using LLMs to Write Better
2017-06-22,Japan,Kagglazon,Using LLMs to Improve Your Coding,525.0,Japan_Kagglazon_Using LLMs to Improve Your Coding
2017-06-22,Japan,Kagglazon,Using LLMs to Train More LLMs,493.0,Japan_Kagglazon_Using LLMs to Train More LLMs
2017-06-22,Japan,Kagglazon,Using LLMs to Win Friends and Influence People,77.0,Japan_Kagglazon_Using LLMs to Win Friends and Influence People
2017-06-22,Japan,Kagglazon,Using LLMs to Win More Kaggle Competitions,432.0,Japan_Kagglazon_Using LLMs to Win More Kaggle Competitions
2017-06-22,Japan,Kagglazon,Using LLMs to Write Better,442.0,Japan_Kagglazon_Using LLMs to Write Better
2017-06-22,Spain,Kaggle Learn,Using LLMs to Improve Your Coding,69.0,Spain_Kaggle Learn_Using LLMs to Improve Your Coding
2017-06-22,Spain,Kaggle Learn,Using LLMs to Train More LLMs,66.0,Spain_Kaggle Learn_Using LLMs to Train More LLMs
2017-06-22,Spain,Kaggle Learn,Using LLMs to Win Friends and Influence People,10.0,Spain_Kaggle Learn_Using LLMs to Win Friends and Influence People
2017-06-22,Spain,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,49.0,Spain_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2017-06-22,Spain,Kaggle Learn,Using LLMs to Write Better,52.0,Spain_Kaggle Learn_Using LLMs to Write Better
2017-06-22,Spain,Kaggle Store,Using LLMs to Improve Your Coding,110.0,Spain_Kaggle Store_Using LLMs to Improve Your Coding
2017-06-22,Spain,Kaggle Store,Using LLMs to Train More LLMs,100.0,Spain_Kaggle Store_Using LLMs to Train More LLMs
2017-06-22,Spain,Kaggle Store,Using LLMs to Win Friends and Influence People,17.0,Spain_Kaggle Store_Using LLMs to Win Friends and Influence People
2017-06-22,Spain,Kaggle Store,Using LLMs to Win More Kaggle Competitions,77.0,Spain_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2017-06-22,Spain,Kaggle Store,Using LLMs to Write Better,84.0,Spain_Kaggle Store_Using LLMs to Write Better
2017-06-22,Spain,Kagglazon,Using LLMs to Improve Your Coding,334.0,Spain_Kagglazon_Using LLMs to Improve Your Coding
2017-06-22,Spain,Kagglazon,Using LLMs to Train More LLMs,356.0,Spain_Kagglazon_Using LLMs to Train More LLMs
2017-06-22,Spain,Kagglazon,Using LLMs to Win Friends and Influence People,58.0,Spain_Kagglazon_Using LLMs to Win Friends and Influence People
2017-06-22,Spain,Kagglazon,Using LLMs to Win More Kaggle Competitions,279.0,Spain_Kagglazon_Using LLMs to Win More Kaggle Competitions
2017-06-22,Spain,Kagglazon,Using LLMs to Write Better,309.0,Spain_Kagglazon_Using LLMs to Write Better
2017-06-23,Argentina,Kaggle Learn,Using LLMs to Improve Your Coding,45.0,Argentina_Kaggle Learn_Using LLMs to Improve Your Coding
2017-06-23,Argentina,Kaggle Learn,Using LLMs to Train More LLMs,40.0,Argentina_Kaggle Learn_Using LLMs to Train More LLMs
2017-06-23,Argentina,Kaggle Learn,Using LLMs to Win Friends and Influence People,6.0,Argentina_Kaggle Learn_Using LLMs to Win Friends and Influence People
2017-06-23,Argentina,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,30.0,Argentina_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2017-06-23,Argentina,Kaggle Learn,Using LLMs to Write Better,37.0,Argentina_Kaggle Learn_Using LLMs to Write Better
2017-06-23,Argentina,Kaggle Store,Using LLMs to Improve Your Coding,67.0,Argentina_Kaggle Store_Using LLMs to Improve Your Coding
2017-06-23,Argentina,Kaggle Store,Using LLMs to Train More LLMs,65.0,Argentina_Kaggle Store_Using LLMs to Train More LLMs
2017-06-23,Argentina,Kaggle Store,Using LLMs to Win Friends and Influence People,9.0,Argentina_Kaggle Store_Using LLMs to Win Friends and Influence People
2017-06-23,Argentina,Kaggle Store,Using LLMs to Win More Kaggle Competitions,50.0,Argentina_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2017-06-23,Argentina,Kaggle Store,Using LLMs to Write Better,57.0,Argentina_Kaggle Store_Using LLMs to Write Better
2017-06-23,Argentina,Kagglazon,Using LLMs to Improve Your Coding,239.0,Argentina_Kagglazon_Using LLMs to Improve Your Coding
2017-06-23,Argentina,Kagglazon,Using LLMs to Train More LLMs,224.0,Argentina_Kagglazon_Using LLMs to Train More LLMs
2017-06-23,Argentina,Kagglazon,Using LLMs to Win Friends and Influence People,37.0,Argentina_Kagglazon_Using LLMs to Win Friends and Influence People
2017-06-23,Argentina,Kagglazon,Using LLMs to Win More Kaggle Competitions,182.0,Argentina_Kagglazon_Using LLMs to Win More Kaggle Competitions
2017-06-23,Argentina,Kagglazon,Using LLMs to Write Better,217.0,Argentina_Kagglazon_Using LLMs to Write Better
2017-06-23,Canada,Kaggle Learn,Using LLMs to Improve Your Coding,121.0,Canada_Kaggle Learn_Using LLMs to Improve Your Coding
2017-06-23,Canada,Kaggle Learn,Using LLMs to Train More LLMs,107.0,Canada_Kaggle Learn_Using LLMs to Train More LLMs
2017-06-23,Canada,Kaggle Learn,Using LLMs to Win Friends and Influence People,16.0,Canada_Kaggle Learn_Using LLMs to Win Friends and Influence People
2017-06-23,Canada,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,79.0,Canada_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2017-06-23,Canada,Kaggle Learn,Using LLMs to Write Better,96.0,Canada_Kaggle Learn_Using LLMs to Write Better
2017-06-23,Canada,Kaggle Store,Using LLMs to Improve Your Coding,181.0,Canada_Kaggle Store_Using LLMs to Improve Your Coding
2017-06-23,Canada,Kaggle Store,Using LLMs to Train More LLMs,166.0,Canada_Kaggle Store_Using LLMs to Train More LLMs
2017-06-23,Canada,Kaggle Store,Using LLMs to Win Friends and Influence People,29.0,Canada_Kaggle Store_Using LLMs to Win Friends and Influence People
2017-06-23,Canada,Kaggle Store,Using LLMs to Win More Kaggle Competitions,130.0,Canada_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2017-06-23,Canada,Kaggle Store,Using LLMs to Write Better,145.0,Canada_Kaggle Store_Using LLMs to Write Better
2017-06-23,Canada,Kagglazon,Using LLMs to Improve Your Coding,689.0,Canada_Kagglazon_Using LLMs to Improve Your Coding
2017-06-23,Canada,Kagglazon,Using LLMs to Train More LLMs,641.0,Canada_Kagglazon_Using LLMs to Train More LLMs
2017-06-23,Canada,Kagglazon,Using LLMs to Win Friends and Influence People,103.0,Canada_Kagglazon_Using LLMs to Win Friends and Influence People
2017-06-23,Canada,Kagglazon,Using LLMs to Win More Kaggle Competitions,516.0,Canada_Kagglazon_Using LLMs to Win More Kaggle Competitions
2017-06-23,Canada,Kagglazon,Using LLMs to Write Better,556.0,Canada_Kagglazon_Using LLMs to Write Better
2017-06-23,Estonia,Kaggle Learn,Using LLMs to Improve Your Coding,52.0,Estonia_Kaggle Learn_Using LLMs to Improve Your Coding
2017-06-23,Estonia,Kaggle Learn,Using LLMs to Train More LLMs,51.0,Estonia_Kaggle Learn_Using LLMs to Train More LLMs
2017-06-23,Estonia,Kaggle Learn,Using LLMs to Win Friends and Influence People,8.0,Estonia_Kaggle Learn_Using LLMs to Win Friends and Influence People
2017-06-23,Estonia,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,41.0,Estonia_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2017-06-23,Estonia,Kaggle Learn,Using LLMs to Write Better,44.0,Estonia_Kaggle Learn_Using LLMs to Write Better
2017-06-23,Estonia,Kaggle Store,Using LLMs to Improve Your Coding,83.0,Estonia_Kaggle Store_Using LLMs to Improve Your Coding
2017-06-23,Estonia,Kaggle Store,Using LLMs to Train More LLMs,72.0,Estonia_Kaggle Store_Using LLMs to Train More LLMs
2017-06-23,Estonia,Kaggle Store,Using LLMs to Win Friends and Influence People,13.0,Estonia_Kaggle Store_Using LLMs to Win Friends and Influence People
2017-06-23,Estonia,Kaggle Store,Using LLMs to Win More Kaggle Competitions,62.0,Estonia_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2017-06-23,Estonia,Kaggle Store,Using LLMs to Write Better,68.0,Estonia_Kaggle Store_Using LLMs to Write Better
2017-06-23,Estonia,Kagglazon,Using LLMs to Improve Your Coding,294.0,Estonia_Kagglazon_Using LLMs to Improve Your Coding
2017-06-23,Estonia,Kagglazon,Using LLMs to Train More LLMs,272.0,Estonia_Kagglazon_Using LLMs to Train More LLMs
2017-06-23,Estonia,Kagglazon,Using LLMs to Win Friends and Influence People,43.0,Estonia_Kagglazon_Using LLMs to Win Friends and Influence People
2017-06-23,Estonia,Kagglazon,Using LLMs to Win More Kaggle Competitions,239.0,Estonia_Kagglazon_Using LLMs to Win More Kaggle Competitions
2017-06-23,Estonia,Kagglazon,Using LLMs to Write Better,249.0,Estonia_Kagglazon_Using LLMs to Write Better
2017-06-23,Japan,Kaggle Learn,Using LLMs to Improve Your Coding,100.0,Japan_Kaggle Learn_Using LLMs to Improve Your Coding
2017-06-23,Japan,Kaggle Learn,Using LLMs to Train More LLMs,88.0,Japan_Kaggle Learn_Using LLMs to Train More LLMs
2017-06-23,Japan,Kaggle Learn,Using LLMs to Win Friends and Influence People,14.0,Japan_Kaggle Learn_Using LLMs to Win Friends and Influence People
2017-06-23,Japan,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,77.0,Japan_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2017-06-23,Japan,Kaggle Learn,Using LLMs to Write Better,88.0,Japan_Kaggle Learn_Using LLMs to Write Better
2017-06-23,Japan,Kaggle Store,Using LLMs to Improve Your Coding,155.0,Japan_Kaggle Store_Using LLMs to Improve Your Coding
2017-06-23,Japan,Kaggle Store,Using LLMs to Train More LLMs,149.0,Japan_Kaggle Store_Using LLMs to Train More LLMs
2017-06-23,Japan,Kaggle Store,Using LLMs to Win Friends and Influence People,25.0,Japan_Kaggle Store_Using LLMs to Win Friends and Influence People
2017-06-23,Japan,Kaggle Store,Using LLMs to Win More Kaggle Competitions,117.0,Japan_Kaggle Store_Using LLMs to Win More Kaggle Competitions
2017-06-23,Japan,Kaggle Store,Using LLMs to Write Better,126.0,Japan_Kaggle Store_Using LLMs to Write Better
2017-06-23,Japan,Kagglazon,Using LLMs to Improve Your Coding,598.0,Japan_Kagglazon_Using LLMs to Improve Your Coding
2017-06-23,Japan,Kagglazon,Using LLMs to Train More LLMs,574.0,Japan_Kagglazon_Using LLMs to Train More LLMs
2017-06-23,Japan,Kagglazon,Using LLMs to Win Friends and Influence People,90.0,Japan_Kagglazon_Using LLMs to Win Friends and Influence People
2017-06-23,Japan,Kagglazon,Using LLMs to Win More Kaggle Competitions,427.0,Japan_Kagglazon_Using LLMs to Win More Kaggle Competitions
2017-06-23,Japan,Kagglazon,Using LLMs to Write Better,445.0,Japan_Kagglazon_Using LLMs to Write Better
2017-06-23,Spain,Kaggle Learn,Using LLMs to Improve Your Coding,73.0,Spain_Kaggle Learn_Using LLMs to Improve Your Coding
2017-06-23,Spain,Kaggle Learn,Using LLMs to Train More LLMs,66.0,Spain_Kaggle Learn_Using LLMs to Train More LLMs
2017-06-23,Spain,Kaggle Learn,Using LLMs to Win Friends and Influence People,11.0,Spain_Kaggle Learn_Using LLMs to Win Friends and Influence People
2017-06-23,Spain,Kaggle Learn,Using LLMs to Win More Kaggle Competitions,59.0,Spain_Kaggle Learn_Using LLMs to Win More Kaggle Competitions
2017-06-23,Spain,Kaggle Learn,Using LLMs to Write Better,65.0,Spain_Kaggle Learn_Using LLMs to Write Better
